arm,phase,date,d_prev,d_next_reb,d_prev_next_reb,split,is_holdout,holding_days,top_n,n_veto,veto_rate,n_bandexp_blocked_pool,tickers_baseline,tickers_arm,tickers_vetados,tickers_substitutos,m3_rank_substitutos,m3_rank_max_substituto,vetados_com_r001_ativo,vetados_com_ret62_puro,overlap_com_par_tier,n_overlap_com_par_tier,log_ret_baseline,log_ret_arm,log_ret_arm_cost_adj,cost_arm
Arm_Ret62_Isolado,7,2025-03-06,2025-03-05,2025-03-20,2025-03-19,SW2,1,10,20,2,0.1,79,TOI;LAES;SSII;TMC;HSAI;PGEN;RGTI;RR;SSRM;NB;PRCH;EOSE;NAK;RMNI;SATL;WAY;LTBR;LQDA;PGNY;LTH,SSII;TMC;HSAI;PGEN;RGTI;RR;SSRM;NB;PRCH;EOSE;NAK;RMNI;SATL;WAY;LTBR;LQDA;PGNY;LTH;LRN;ICL,LAES;TOI,ICL;LRN,60;58,60.0,,LAES;TOI,,0,0.04052392253612689,0.0008963244246102059,0.0008463244246102059,5e-05
Arm_Ret62_Isolado,7,2025-03-20,2025-03-19,2025-04-03,2025-04-02,SW2,1,10,20,2,0.1,79,TOI;RGC;PGEN;TMC;ROOT;HSAI;LTBR;RR;SSRM;THM;RMNI;PGNY;GEL;HYMC;FET;NUTX;RPRX;IAUX;MP;PDYN,PGEN;TMC;ROOT;HSAI;LTBR;RR;SSRM;THM;RMNI;PGNY;GEL;HYMC;FET;NUTX;RPRX;IAUX;MP;PDYN;IHS;USAS,RGC;TOI,IHS;USAS,59;62,62.0,RGC,RGC;TOI,,0,-0.0751329690123924,-0.08264446248236976,-0.08269446248236975,5e-05
Arm_Ret62_Isolado,7,2025-04-03,2025-04-02,2025-04-17,2025-04-16,SW2,1,10,20,2,0.1,63,TOI;RGC;NUTX;IHS;GEL;MP;ROOT;TMC;SLNO;MNPR;IDR;LTH;SSRM;KGC;KNOP;FNV;NAK;PGNY;PLMR;PRA,NUTX;IHS;GEL;MP;ROOT;TMC;SLNO;MNPR;IDR;LTH;SSRM;KGC;KNOP;FNV;NAK;PGNY;PLMR;PRA;TFPM;GH,RGC;TOI,GH;TFPM,55;54,55.0,,RGC;TOI,RGC,1,0.08743119320294565,0.07478786798065458,0.07473786798065458,5e-05
Arm_Ret62_Isolado,7,2025-04-17,2025-04-16,2025-05-02,2025-05-01,SW2,1,10,20,3,0.15,48,TOI;RGC;NUTX;NB;IDR;HRTG;TMC;IHS;HYMC;KGC;NAK;IAG;TFPM;TMDX;FNV;PRA;SLNO;SSRM;KALV;RGLD,NB;IDR;HRTG;TMC;IHS;HYMC;KGC;NAK;IAG;TFPM;TMDX;FNV;PRA;SLNO;SSRM;KALV;RGLD;PLMR;VOXR;STNE,NUTX;RGC;TOI,PLMR;STNE;VOXR,50;52;51,52.0,,NUTX;RGC;TOI,RGC,1,0.02388061770594475,-0.03462583579181163,-0.03470083579181163,7.500000000000001e-05
Arm_Ret62_Isolado,7,2025-05-02,2025-05-01,2025-05-16,2025-05-15,SW2,1,10,20,2,0.1,68,RGC;TOI;NUTX;HRTG;TMC;KALV;STNE;IHS;PRA;TGTX;NAK;KNSA;SLNO;HYMC;HTZ;VOXR;PLMR;TFPM;RGLD;TMDX,NUTX;HRTG;TMC;KALV;STNE;IHS;PRA;TGTX;NAK;KNSA;SLNO;HYMC;HTZ;VOXR;PLMR;TFPM;RGLD;TMDX;FBYD;TIGO,RGC;TOI,FBYD;TIGO,59;60,60.0,,RGC;TOI,,0,0.10381928474622637,0.029901367948311004,0.029851367948311003,5e-05
Arm_Ret62_Isolado,7,2025-05-16,2025-05-15,2025-06-02,2025-05-30,SW2,1,10,20,2,0.1,113,RGC;TOI;NUTX;HRTG;TMDX;HNRG;PRCH;IHS;PRA;TMC;SPNT;SLNO;TPC;PAYS;TIGO;ODD;MVST;MQ;KFS;STNE,NUTX;HRTG;TMDX;HNRG;PRCH;IHS;PRA;TMC;SPNT;SLNO;TPC;PAYS;TIGO;ODD;MVST;MQ;KFS;STNE;STRL;KRMN,RGC;TOI,KRMN;STRL,61;59,61.0,TOI,RGC;TOI,RGC,1,0.08074562318871711,0.038253583039215985,0.038203583039215984,5e-05
Arm_Ret62_Isolado,7,2025-06-02,2025-05-30,2025-06-16,2025-06-13,SW2,1,10,20,5,0.25,107,RGC;SBET;TOI;NUTX;TMC;RLMD;MVST;HRTG;SMR;MNTN;TMDX;HNRG;PAYS;PRE;LASR;ELF;KFS;LMB;NVTS;PARR,TMC;MVST;HRTG;SMR;MNTN;TMDX;HNRG;PAYS;PRE;LASR;ELF;KFS;LMB;NVTS;PARR;MLYS;VFF;NAK;ODD;THM,NUTX;RGC;RLMD;SBET;TOI,MLYS;NAK;ODD;THM;VFF,54;58;59;60;55,60.0,SBET,NUTX;RGC;RLMD;SBET;TOI,RGC;RLMD,2,-0.12392768601465301,0.036267956673445734,0.036142956673445734,0.000125
Arm_Ret62_Isolado,7,2025-06-16,2025-06-13,2025-07-01,2025-06-30,SW2,1,10,20,5,0.25,113,RGC;MFI;TOI;MVST;TMDX;TMC;NVTS;TNGX;SMR;LEU;NUTX;PAYS;OCGN;FBRX;LMB;LASR;RLMD;KFS;ELF;GNE,TMDX;TMC;TNGX;SMR;LEU;NUTX;PAYS;OCGN;FBRX;LMB;LASR;RLMD;KFS;ELF;GNE;HRTG;PHAT;RBLX;GOGO;STRL,MFI;MVST;NVTS;RGC;TOI,GOGO;HRTG;PHAT;RBLX;STRL,45;42;43;44;48,48.0,MFI,MFI;MVST;NVTS;RGC;TOI,,0,0.059467734836324816,0.0651694922190451,0.0650444922190451,0.000125
Arm_Ret62_Isolado,7,2025-07-01,2025-06-30,2025-07-16,2025-07-15,SW2,1,10,20,9,0.45,112,RGC;MFI;PAYS;TMC;TNGX;MVST;LEU;SMR;NBIS;NVTS;LASR;NUTX;RZLV;HOOD;NAGE;STRL;MGNI;SLDP;TMDX;TPC,NBIS;LASR;NUTX;RZLV;HOOD;NAGE;STRL;MGNI;SLDP;TMDX;TPC;SLS;PGY;PRE;IMRX;ELF;RKLB;LMB;LCTX;PCT,LEU;MFI;MVST;NVTS;PAYS;RGC;SMR;TMC;TNGX,ELF;IMRX;LCTX;LMB;PCT;PGY;PRE;RKLB;SLS,50;47;53;52;55;44;45;51;43,55.0,,LEU;MFI;MVST;NVTS;PAYS;RGC;SMR;TMC;TNGX,MFI;TMC;TNGX,3,-0.033353607820382936,0.005024442366182278,0.004799442366182277,0.00022500000000000002
Arm_Ret62_Isolado,7,2025-07-16,2025-07-15,2025-07-30,2025-07-29,SW2,1,10,20,12,0.6,85,RGC;MFI;SBET;TNGX;PAYS;LEU;PRME;IMRX;PARR;NVTS;SLDP;SMR;LASR;NBIS;PGY;MGNI;ENVX;TMC;VFF;RKLB,LASR;NBIS;PGY;MGNI;ENVX;TMC;VFF;RKLB;HOOD;PCT;TPC;JOBY;SANA;ILPT;LCTX;FIVE;NAK;RBLX;GOGO;PRCH,IMRX;LEU;MFI;NVTS;PARR;PAYS;PRME;RGC;SBET;SLDP;SMR;TNGX,FIVE;GOGO;HOOD;ILPT;JOBY;LCTX;NAK;PCT;PRCH;RBLX;SANA;TPC,62;65;49;55;52;57;63;50;68;64;54;51,68.0,,IMRX;LEU;MFI;NVTS;PARR;PAYS;PRME;RGC;SBET;SLDP;SMR;TNGX,IMRX;MFI;SBET;SLDP,4,-0.009604973380924019,-0.02332121919934753,-0.02362121919934753,0.00030000000000000003
Arm_Ret62_Isolado,7,2025-07-30,2025-07-29,2025-08-13,2025-08-12,SW2,1,10,20,10,0.5,77,RGC;TNGX;MFI;PAYS;SBET;LEU;NVTS;SMR;SLDP;LASR;PGY;JOBY;SANA;ENVX;PARR;VOR;MP;IMRX;TPC;LCTX,LASR;PGY;JOBY;SANA;ENVX;PARR;MP;IMRX;TPC;LCTX;SLDB;PRME;PHOE;W;HOOD;UUUU;ILPT;NBIS;RLMD;MNTN,LEU;MFI;NVTS;PAYS;RGC;SBET;SLDP;SMR;TNGX;VOR,HOOD;ILPT;MNTN;NBIS;PHOE;PRME;RLMD;SLDB;UUUU;W,50;54;59;56;47;45;58;44;52;49,59.0,SLDP,LEU;MFI;NVTS;PAYS;RGC;SBET;SLDP;SMR;TNGX;VOR,MFI;VOR,2,-0.005676333715125015,0.004784969103701228,0.004534969103701228,0.00025
Arm_Ret62_Isolado,7,2025-08-13,2025-08-12,2025-08-27,2025-08-26,SW2,1,10,20,10,0.5,90,VOR;MFI;TNGX;MP;SBET;PHAT;SLDP;VFF;FIG;NVTS;PRME;VSAT;JOBY;LEU;IMRX;SLDB;NBIS;LASR;KTOS;UUUU,VFF;VSAT;JOBY;LEU;IMRX;SLDB;NBIS;LASR;KTOS;UUUU;PGY;LCTX;UPB;RDDT;RKLB;KOD;W;USAR;PHOE;TLRY,FIG;MFI;MP;NVTS;PHAT;PRME;SBET;SLDP;TNGX;VOR,KOD;LCTX;PGY;PHOE;RDDT;RKLB;TLRY;UPB;USAR;W,54;44;43;59;50;53;61;47;57;55,61.0,SLDP,FIG;MFI;MP;NVTS;PHAT;PRME;SBET;SLDP;TNGX;VOR,FIG,1,0.03444732990433287,0.08184196486120755,0.08159196486120755,0.00025
Arm_Ret62_Isolado,7,2025-08-27,2025-08-26,2025-09-11,2025-09-10,SW2,1,10,20,12,0.6,79,VOR;MFI;URGN;MP;TNGX;VSAT;TLRY;IMRX;PGEN;PHAT;PRME;KOD;VFF;SLDP;UUUU;SATS;RIGL;RUN;TLS;RDDT,VFF;SLDP;UUUU;SATS;RIGL;RUN;TLS;RDDT;METCB;STOK;SOFI;UP;PGY;RHLD;HLLY;LQDA;SION;UMAC;ZURA;PRM,IMRX;KOD;MFI;MP;PGEN;PHAT;PRME;TLRY;TNGX;URGN;VOR;VSAT,HLLY;LQDA;METCB;PGY;PRM;RHLD;SION;SOFI;STOK;UMAC;UP;ZURA,57;59;41;51;65;54;60;49;42;62;50;64,65.0,,IMRX;KOD;MFI;MP;PGEN;PHAT;PRME;TLRY;TNGX;URGN;VOR;VSAT,TLRY;VSAT,2,-0.01207651117868765,-0.020509434555017927,-0.02080943455501793,0.00030000000000000003
Arm_Ret62_Isolado,7,2025-09-11,2025-09-10,2025-09-25,2025-09-24,SW2,1,10,20,5,0.25,87,VOR;SATS;IMRX;RZLV;VSAT;PGEN;URGN;PRME;MP;TLRY;RDDT;UUUU;KOD;MLYS;METCB;LDI;VFF;TLS;PHOE;IDR,VSAT;URGN;PRME;MP;TLRY;RDDT;UUUU;KOD;MLYS;METCB;LDI;VFF;TLS;PHOE;IDR;LITE;PGY;STOK;ENGN;LQDA,IMRX;PGEN;RZLV;SATS;VOR,ENGN;LITE;LQDA;PGY;STOK,47;43;50;45;46,50.0,,IMRX;PGEN;RZLV;SATS;VOR,,0,0.07496495237784148,0.06178867581125451,0.06166367581125451,0.000125
Arm_Ret62_Isolado,7,2025-09-25,2025-09-24,2025-10-09,2025-10-08,SW2,1,10,20,7,0.35,119,KOD;UUUU;TLRY;RGTI;IMRX;SATS;MLYS;PGEN;VFF;LDI;EOSE;HIVE;RLMD;IDR;TLS;METCB;NB;RZLV;ELVA;SNDK,PGEN;VFF;LDI;EOSE;HIVE;RLMD;IDR;TLS;METCB;NB;RZLV;ELVA;SNDK;STTK;REAL;RZLT;LPTH;RHLD;WBTN;SNDL,IMRX;KOD;MLYS;RGTI;SATS;TLRY;UUUU,LPTH;REAL;RHLD;RZLT;SNDL;STTK;WBTN,55;52;56;53;61;51;58,61.0,KOD,IMRX;KOD;MLYS;RGTI;SATS;TLRY;UUUU,MLYS,1,0.10856472899939178,0.1166686956351419,0.1164936956351419,0.000175
Arm_Ret62_Isolado,7,2025-10-09,2025-10-08,2025-10-23,2025-10-22,SW2,1,10,20,15,0.75,113,RR;RGTI;RLMD;EOSE;ZURA;TMQ;SNDK;KOD;HIVE;NB;STTK;UUUU;NBIS;STOK;TLRY;MNPR;LPTH;TLS;IDR;PL,STOK;MNPR;LPTH;IDR;PL;VFF;MLYS;USAR;RHLD;PALI;VSAT;RZLV;SLDP;SATS;ENGN;ZBIO;HL;PLUG;FDMT;KTOS,EOSE;HIVE;KOD;NB;NBIS;RGTI;RLMD;RR;SNDK;STTK;TLRY;TLS;TMQ;UUUU;ZURA,ENGN;FDMT;HL;KTOS;MLYS;PALI;PLUG;RHLD;RZLV;SATS;SLDP;USAR;VFF;VSAT;ZBIO,53;59;57;60;42;45;58;44;47;52;51;43;36;46;54,60.0,HIVE;TMQ,EOSE;HIVE;KOD;NB;NBIS;RGTI;RLMD;RR;SNDK;STTK;TLRY;TLS;TMQ;UUUU;ZURA,RR;SNDK;ZURA,3,-0.1069058709543886,-0.1042336501358807,-0.1046086501358807,0.000375
Arm_Ret62_Isolado,7,2025-10-23,2025-10-22,2025-11-06,2025-11-05,SW2,1,10,20,4,0.2,131,SNDK;RLMD;MLYS;NB;STOK;PRAX;RR;PGEN;EOSE;VSAT;PHOE;SATS;TLS;RGTI;LPTH;UUUU;ENGN;FDMT;HL;HIVE,NB;STOK;RR;PGEN;EOSE;VSAT;PHOE;SATS;TLS;RGTI;LPTH;UUUU;ENGN;FDMT;HL;HIVE;HYMC;REAL;REPL;IVVD,MLYS;PRAX;RLMD;SNDK,HYMC;IVVD;REAL;REPL,38;44;41;42,44.0,,MLYS;PRAX;RLMD;SNDK,SNDK,1,-0.05301070232280801,-0.0830374122267168,-0.0831374122267168,0.0001
Arm_Ret62_Isolado,7,2025-11-06,2025-11-05,2025-11-20,2025-11-19,SW2,1,10,20,9,0.45,113,SNDK;RLMD;RHLD;PRAX;LUMN;MLYS;GLUE;IHRT;TLS;STTK;SATS;ZURA;HIVE;HUT;MNPR;RGTI;EOSE;LAES;RCUS;NUVB,STTK;SATS;ZURA;HIVE;HUT;MNPR;RGTI;EOSE;LAES;RCUS;NUVB;PGEN;FLNC;HYMC;PHOE;RLAY;KYTX;NXT;VICR;KOD,GLUE;IHRT;LUMN;MLYS;PRAX;RHLD;RLMD;SNDK;TLS,FLNC;HYMC;KOD;KYTX;NXT;PGEN;PHOE;RLAY;VICR,43;44;52;48;49;42;45;47;51,52.0,IHRT;LUMN;RHLD;RLMD,GLUE;IHRT;LUMN;MLYS;PRAX;RHLD;RLMD;SNDK;TLS,SNDK,1,-0.05298575729563797,-0.07404272489797226,-0.07426772489797226,0.00022500000000000002
Arm_Ret62_Isolado,7,2025-11-20,2025-11-19,2025-12-05,2025-12-04,SW2,1,10,20,8,0.4,108,RLMD;SNDK;IVVD;NAUT;PRAX;GLUE;PALI;MLYS;MNPR;HYMC;RHLD;NUVB;LITE;SATS;FLNC;ZBIO;KYTX;TMQ;RVMD;RCUS,MNPR;HYMC;RHLD;NUVB;LITE;SATS;FLNC;ZBIO;KYTX;TMQ;RVMD;RCUS;EOSE;STTK;SPHR;IMMX;ROIV;FBYD;PHOE;ZURA,GLUE;IVVD;MLYS;NAUT;PALI;PRAX;RLMD;SNDK,EOSE;FBYD;IMMX;PHOE;ROIV;SPHR;STTK;ZURA,41;48;44;50;47;43;42;51,51.0,,GLUE;IVVD;MLYS;NAUT;PALI;PRAX;RLMD;SNDK,NAUT;PALI,2,0.04423239599728679,0.13879421220734942,0.1385942122073494,0.0002
Arm_Ret62_Isolado,7,2025-12-05,2025-12-04,2025-12-19,2025-12-18,SW2,1,10,20,8,0.4,119,PRAX;GLUE;FLNC;SNDK;PALI;NAUT;RHLD;PACS;NAK;RLMD;KOD;NUVB;FBYD;RCUS;IMMX;EOSE;LITE;IMNM;PHOE;HYMC,NAK;RLMD;KOD;NUVB;FBYD;RCUS;IMMX;EOSE;LITE;IMNM;PHOE;HYMC;RVMD;RLAY;TRDA;LBRT;PACB;KYTX;MNPR;SION,FLNC;GLUE;NAUT;PACS;PALI;PRAX;RHLD;SNDK,KYTX;LBRT;MNPR;PACB;RLAY;RVMD;SION;TRDA,44;41;45;42;39;38;46;40,46.0,,FLNC;GLUE;NAUT;PACS;PALI;PRAX;RHLD;SNDK,NAUT;PACS;PALI;SNDK,4,0.006827702428110256,-0.029157572469442377,-0.029357572469442376,0.0002
Arm_Ret62_Isolado,7,2025-12-19,2025-12-18,2026-01-06,2026-01-05,SW2,1,10,20,5,0.25,120,PRAX;RHLD;NUVB;REPL;NAUT;IMMX;PACS;GLUE;RLMD;PALI;HYMC;NAK;VSCO;TRDA;JBIO;IMNM;LITE;SNDK;ZURA;FBRX,IMMX;PACS;GLUE;RLMD;PALI;HYMC;NAK;VSCO;TRDA;JBIO;IMNM;LITE;SNDK;ZURA;FBRX;VERA;RVMD;UPB;VICR;RCUS,NAUT;NUVB;PRAX;REPL;RHLD,RCUS;RVMD;UPB;VERA;VICR,44;41;42;39;43,44.0,,NAUT;NUVB;PRAX;REPL;RHLD,NUVB,1,0.014972606339971878,0.038951198887972466,0.038826198887972466,0.000125
Arm_Ret62_Isolado,7,2026-01-06,2026-01-05,2026-01-21,2026-01-20,SW2,1,10,20,3,0.15,111,PRAX;HYMC;PACS;VICR;SLS;IMMX;NUVB;LITE;SNDK;RHLD;NAUT;RLMD;VSCO;GOLD;GLUE;GLSI;TRDA;FOLD;RVMD;ELA,VICR;SLS;IMMX;NUVB;LITE;SNDK;RHLD;NAUT;RLMD;VSCO;GOLD;GLUE;GLSI;TRDA;FOLD;RVMD;ELA;TMQ;IVVD;FIGS,HYMC;PACS;PRAX,FIGS;IVVD;TMQ,41;40;37,41.0,,HYMC;PACS;PRAX,,0,0.09465893749269076,0.07528134071424154,0.07520634071424154,7.500000000000001e-05
Arm_Ret62_Isolado,7,2026-01-21,2026-01-20,2026-02-04,2026-02-03,SW2,1,10,20,3,0.15,121,HYMC;SNDK;VICR;PACS;IBRX;RHLD;GLUE;FBRX;RVMD;GOLD;GLSI;LITE;STTK;SLS;SKYT;PL;VSCO;HLF;LAR;HL,VICR;IBRX;RHLD;GLUE;FBRX;RVMD;GOLD;GLSI;LITE;STTK;SLS;SKYT;PL;VSCO;HLF;LAR;HL;TGB;PRAX;TRDA,HYMC;PACS;SNDK,PRAX;TGB;TRDA,35;32;41,41.0,,HYMC;PACS;SNDK,,0,0.00667178497801812,-0.0017910543264462217,-0.0018660543264462216,7.500000000000001e-05
Arm_Ret62_Isolado,7,2026-02-04,2026-02-03,2026-02-19,2026-02-18,SW2,1,10,20,7,0.35,121,HYMC;SNDK;GLSI;PACS;FBRX;GOLD;IBRX;SLS;HLF;LITE;SATL;IAUX;TGB;STTK;SKE;USAS;NATR;LQDA;VICR;SKYT,SLS;HLF;LITE;SATL;IAUX;TGB;STTK;SKE;USAS;NATR;LQDA;VICR;SKYT;PANL;HL;ENLT;JBIO;TRDA;LAR;PL,FBRX;GLSI;GOLD;HYMC;IBRX;PACS;SNDK,ENLT;HL;JBIO;LAR;PANL;PL;TRDA,39;37;40;43;36;45;41,45.0,HYMC,FBRX;GLSI;GOLD;HYMC;IBRX;PACS;SNDK,FBRX;GLSI,2,-0.02677577740076731,-0.033265520433394966,-0.03344052043339497,0.000175
Arm_Ret62_Isolado,7,2026-02-19,2026-02-18,2026-03-05,2026-03-04,SW2,1,10,20,5,0.25,110,IBRX;HYMC;ICHR;GOLD;GLSI;SLS;LITE;PACS;SNDK;PL;RGC;STTK;SATL;KLIC;ENLT;STRO;USAS;IAUX;LIND;HLF,SLS;LITE;PACS;SNDK;PL;RGC;STTK;SATL;KLIC;ENLT;STRO;USAS;IAUX;LIND;HLF;NX;SRZN;LASR;IMMX;FBRX,GLSI;GOLD;HYMC;IBRX;ICHR,FBRX;IMMX;LASR;NX;SRZN,39;38;37;34;36,39.0,IBRX,GLSI;GOLD;HYMC;IBRX;ICHR,GLSI;HYMC,2,0.05544355895942451,0.0629802285671137,0.0628552285671137,0.000125
Arm_Ret62_Isolado,7,2026-03-05,2026-03-04,2026-03-19,2026-03-18,SW2,1,10,20,7,0.35,79,IBRX;SLS;HYMC;GLSI;STRO;SNDK;ICHR;VICR;KOS;LITE;PL;IMMX;USAS;LASR;RCAT;FET;ZURA;FEIM;GOLD;STTK,VICR;KOS;LITE;PL;IMMX;USAS;LASR;RCAT;FET;ZURA;FEIM;GOLD;STTK;SATL;SOC;VIAV;ENLT;VOR;PRAX;KGS,GLSI;HYMC;IBRX;ICHR;SLS;SNDK;STRO,ENLT;KGS;PRAX;SATL;SOC;VIAV;VOR,46;52;50;42;43;45;48,52.0,,GLSI;HYMC;IBRX;ICHR;SLS;SNDK;STRO,HYMC;IBRX,2,-0.03622913913305884,-0.021667008266679527,-0.02184200826667953,0.000175
Arm_Ret62_Isolado,7,2026-03-19,2026-03-18,2026-04-02,2026-04-01,SW2,1,10,20,5,0.25,90,IBRX;SNDK;SOC;ICHR;KOS;VG;HYMC;GLSI;STRO;RCAT;LITE;SLS;STTK;VICR;TNGX;ENLT;UMAC;LASR;RYAM;VIAV,ICHR;VG;GLSI;STRO;RCAT;LITE;SLS;STTK;VICR;TNGX;ENLT;UMAC;LASR;RYAM;VIAV;REI;VAL;LBRT;FET;PBF,HYMC;IBRX;KOS;SNDK;SOC,FET;LBRT;PBF;REI;VAL,48;47;50;41;46,50.0,,HYMC;IBRX;KOS;SNDK;SOC,KOS,1,-0.07694494041046576,-0.0637766793164298,-0.0639016793164298,0.000125
Arm_Ret62_Isolado,7,2026-04-02,2026-04-01,2026-04-17,2026-04-16,SW2,1,10,20,4,0.2,99,IBRX;SNDK;KOS;SATL;ICHR;ELVN;TNGX;VG;STRO;LITE;VIAV;VAL;LINC;PARR;RYAM;POWL;NAT;SPIR;EGY;STKL,ICHR;ELVN;TNGX;VG;STRO;LITE;VIAV;VAL;LINC;PARR;RYAM;POWL;NAT;SPIR;EGY;STKL;PBF;STTK;MOD;REI,IBRX;KOS;SATL;SNDK,MOD;PBF;REI;STTK,57;53;58;55,58.0,,IBRX;KOS;SATL;SNDK,IBRX,1,0.10069350210551745,0.07707432986123233,0.07697432986123233,0.0001
Arm_Ret62_Isolado,7,2026-04-17,2026-04-16,2026-05-01,2026-04-30,SW2,1,10,20,1,0.05,102,LITE;MOVE;STRO;VIAV;SNDK;RLAY;ICHR;TNGX;IMMX;TOYO;KOS;SATL;TH;ELVN;KGS;SPIR;MOD;KODK;POWL;VRT,LITE;STRO;VIAV;SNDK;RLAY;ICHR;TNGX;IMMX;TOYO;KOS;SATL;TH;ELVN;KGS;SPIR;MOD;KODK;POWL;VRT;VAL,MOVE,VAL,51,51.0,,MOVE,MOVE,1,0.01794313555990352,0.021699363639121436,0.021674363639121435,2.5e-05
Arm_Ret62_Isolado,7,2026-05-01,2026-04-30,2026-05-15,2026-05-14,SW2,1,10,20,2,0.1,126,MXL;FBYD;STRO;LITE;MRVL;VIAV;ICHR;TH;OBE;STM;RLMD;POWL;STTK;KODK;KOS;SNDK;TNGX;IHRT;NVTS;VRT,STRO;LITE;MRVL;VIAV;ICHR;TH;OBE;STM;RLMD;POWL;STTK;KODK;KOS;SNDK;TNGX;IHRT;NVTS;VRT;PARR;VAL,FBYD;MXL,PARR;VAL,48;50,50.0,MXL,FBYD;MXL,,0,0.034816956682148056,0.039870370393289396,0.039820370393289395,5e-05
Arm_Ret62_Isolado,7,2026-05-15,2026-05-14,2026-06-01,2026-05-29,SW2,1,10,20,4,0.2,95,MXL;POET;FCEL;PENG;SATL;TH;NVTS;KOPN;STRO;MRVL;VPG;FLEX;FBYD;MOVE;NBIS;SNDK;LUNR;VSH;STAA;VIAV,PENG;TH;NVTS;KOPN;STRO;MRVL;VPG;FLEX;FBYD;MOVE;NBIS;SNDK;LUNR;VSH;STAA;VIAV;SLS;STM;PLUG;HUT,FCEL;MXL;POET;SATL,HUT;PLUG;SLS;STM,55;53;48;50,55.0,FCEL;POET,FCEL;MXL;POET;SATL,MXL,1,0.041221713813934545,0.08346718299408165,0.08336718299408165,0.0001
Arm_Ret62_Isolado,7,2026-06-01,2026-05-29,2026-06-15,2026-06-12,SW2,1,10,20,6,0.3,105,MXL;HYLN;PENG;VSH;SATL;SNDK;MRVL;VPG;NVTS;NBIS;RDW;FCEL;SPIR;LUNR;KOPN;FLEX;HUT;TH;STM;PLUG,VSH;MRVL;VPG;NBIS;RDW;FCEL;SPIR;LUNR;KOPN;FLEX;HUT;TH;STM;PLUG;LQDA;UMAC;HIVE;PAYS;FBYD;RKLB,HYLN;MXL;NVTS;PENG;SATL;SNDK,FBYD;HIVE;LQDA;PAYS;RKLB;UMAC,60;56;48;59;63;55,63.0,,HYLN;MXL;NVTS;PENG;SATL;SNDK,MXL;NVTS,2,-0.07607692266265136,-0.10159549926743476,-0.10174549926743476,0.00015000000000000001
Arm_Ret62_Isolado,7,2026-06-15,2026-06-12,2026-06-30,2026-06-29,SW2,1,10,20,7,0.35,126,MXL;PENG;VSH;HYLN;VPG;MRVL;SNDK;VECO;HPP;RXO;STM;FLEX;KLC;ELA;KOPN;HUT;FCEL;SANM;SITM;WEST,VECO;HPP;RXO;STM;FLEX;KLC;ELA;KOPN;HUT;FCEL;SANM;SITM;WEST;SATL;LQDA;ICHR;IART;TH;SNEX;SNX,HYLN;MRVL;MXL;PENG;SNDK;VPG;VSH,IART;ICHR;LQDA;SATL;SNEX;SNX;TH,45;44;42;41;50;51;48,51.0,,HYLN;MRVL;MXL;PENG;SNDK;VPG;VSH,HYLN;MRVL;PENG;VPG,4,0.0017533123679672052,0.01252538567138568,0.01235038567138568,0.000175
Arm_Ret62_Isolado,7,2026-06-30,2026-06-29,2026-07-15,2026-07-14,SW2,1,10,20,11,0.55,124,MXL;FCEL;PENG;SLS;VPG;SNDK;VSH;MRVL;NBIS;HUT;HPP;FLEX;HYLN;ICHR;VICR;STM;RIOT;HNGE;MRVI;SITM,HPP;FLEX;ICHR;VICR;STM;RIOT;HNGE;MRVI;SITM;GHRS;MTRN;SMTC;TH;KOPN;URGN;KLIC;LQDA;ULCC;PRCH;PDFS,FCEL;HUT;HYLN;MRVL;MXL;NBIS;PENG;SLS;SNDK;VPG;VSH,GHRS;KLIC;KOPN;LQDA;MTRN;PDFS;PRCH;SMTC;TH;ULCC;URGN,49;58;54;59;50;64;61;52;53;60;55,64.0,SLS,FCEL;HUT;HYLN;MRVL;MXL;NBIS;PENG;SLS;SNDK;VPG;VSH,FCEL;HYLN;MRVL;PENG;VSH,5,-0.1538418386102724,-0.10441301012483077,-0.10468801012483077,0.00027499999999999996
Arm_Ret62_Isolado,8,2021-10-29,2021-10-28,2021-11-12,2021-11-11,TRAIN,0,10,20,0,0.0,54,UPST;ENTA;HUT;LEU;RSI;SITM;LAC;SPSC;WFRD;SM;PCTY;LQDA;RRC;MGY;TIPT;ENVX;PBT;MNDY;HRMY;PBF,UPST;ENTA;HUT;LEU;RSI;SITM;LAC;SPSC;WFRD;SM;PCTY;LQDA;RRC;MGY;TIPT;ENVX;PBT;MNDY;HRMY;PBF,,,,,,,,0,0.038058810977656295,0.038058810977656295,0.038058810977656295,0.0
Arm_Ret62_Isolado,8,2021-11-12,2021-11-11,2021-11-29,2021-11-26,TRAIN,0,10,20,1,0.05,49,LEU;ENVX;UUUU;SM;ENTA;WFRD;LQDA;UROY;LAC;LTBR;HUT;LCID;URG;KOS;MTDR;PLUG;RRC;LOB;WD;ZETA,ENVX;UUUU;SM;ENTA;WFRD;LQDA;UROY;LAC;LTBR;HUT;LCID;URG;KOS;MTDR;PLUG;RRC;LOB;WD;ZETA;PBT,LEU,PBT,30,30.0,,LEU,,0,-0.11397367739666038,-0.09317256829155479,-0.09319756829155479,2.5e-05
